n_families,n_recipes_per_family,n_paired_rows,d2e8_marginal_product_median,mq_marginal_product_median,marginal_median_difference,paired_product_mean_delta,paired_product_median_delta,paired_product_mq_greater_fraction,paired_pa_mean_delta,paired_pa_median_delta,paired_pa_mq_greater_fraction,paired_pc_mean_delta,paired_pc_median_delta,paired_pc_mq_greater_fraction,pooled_median_inversion
5,48,240,0.02250418913194207,0.024059920431485162,0.0015557312995430929,-0.0013226519441399236,-0.0007706092520828774,0.4,-0.0002597913552051264,-0.0005704210324865011,0.44166666666666665,-0.0031379952076610136,-0.0014871224887110478,0.4041666666666667,True
