family,config,d2e8_PA_mean_nap,mq_PA_mean_nap,delta_PA_mean_nap,d2e8_PC_mean_nap,mq_PC_mean_nap,delta_PC_mean_nap,d2e8_nap_product,mq_nap_product,delta_nap_product
DINOv2,std_all__prune0.9__tvn_efaar_e0.2,0.4067372752541389,0.4037785580714522,-0.0029587171826866987,0.0499243849030832,0.048801602147043,-0.0011227827560401984,0.02030610828421893,0.01970504054650971,-0.0006010677377092204
DINOv2,std_all__prune0.9__tvn_efaar_e0.2_c96,0.3719080433967549,0.3667239922143348,-0.005184051182420046,0.0459554749795607,0.0455894309632632,-0.00036604401629750094,0.017091210783016942,0.01671873812562769,-0.00037247265738925284
DINOv2,std_all__tvn_efaar_e0.05,0.4690056774912664,0.4789813797551098,0.009975702263843367,0.0423997541799754,0.0506363532356568,0.008236599055681401,0.01988572543464252,0.024253870338582013,0.004368144903939494
DINOv2,std_all__tvn_efaar_e0.05_c96,0.3962838189309568,0.3984613748907272,0.002177555959770372,0.0513757321524979,0.04603040942312,-0.005345322729377898,0.020359371337765813,0.01834134022551948,-0.0020180311122463337
DINOv2,std_all__tvn_efaar_e0.1,0.4377996950074111,0.4413152048750224,0.0035155098676112884,0.0480761649659011,0.0461379172528369,-0.001938247713064202,0.021047730359197485,0.020361364404942548,-0.0006863659542549368
DINOv2,std_all__tvn_efaar_e0.1_c96,0.3805487633562448,0.3787262156624644,-0.0018225476937804297,0.0474678632022315,0.0475840198952642,0.00011615669303269988,0.018063836640772598,0.018021315780940825,-4.2520859831772506e-05
DINOv2,std_all__tvn_efaar_e0.2,0.4067372752541389,0.4037785580714522,-0.0029587171826866987,0.0499243849030832,0.048801602147043,-0.0011227827560401984,0.02030610828421893,0.01970504054650971,-0.0006010677377092204
DINOv2,std_all__tvn_efaar_e0.2_c96,0.3719080433967549,0.3667239922143348,-0.005184051182420046,0.0459554749795607,0.0455894309632632,-0.00036604401629750094,0.017091210783016942,0.01671873812562769,-0.00037247265738925284
DINOv2,std_ctrl__prune0.9__tvn_efaar_e0.05,0.4663994953244081,0.4531557982467488,-0.013243697077659322,0.0538144107131478,0.0526547969189358,-0.0011596137942119986,0.025099013997792553,0.0238608265293208,-0.0012381874684717527
DINOv2,std_ctrl__prune0.9__tvn_efaar_e0.05_c96,0.395610876288035,0.3833897333114738,-0.012221142976561183,0.052748863278911,0.0489290106472452,-0.0038198526316658016,0.02086802402496773,0.018758880343241597,-0.0021091436817261347
DINOv2,std_ctrl__prune0.9__tvn_efaar_e0.1,0.4324588265913461,0.4187164307309833,-0.0137423958603628,0.0542345195123515,0.0541665092995781,-6.801021277340336e-05,0.023454196669056994,0.022680407439075956,-0.0007737892299810381
DINOv2,std_ctrl__prune0.9__tvn_efaar_e0.1_c96,0.371767655462085,0.3616057696225342,-0.0101618858395508,0.0510949953341674,0.0504085910080262,-0.000686404326141199,0.018995466621229588,0.01822803734704487,-0.0007674292741847166
DINOv2,std_ctrl__prune0.9__tvn_efaar_e0.2,0.3958997209792059,0.3826599706829684,-0.013239750296237474,0.0556503495153439,0.0552151082329719,-0.00043524128237200366,0.022031957845519937,0.021128611697685956,-0.0009033461478339805
DINOv2,std_ctrl__prune0.9__tvn_efaar_e0.2_c96,0.3539910198366937,0.3465372413599574,-0.007453778476736284,0.0519510237588727,0.0525948456638284,0.0006438219049557034,0.01839019588196365,0.01822607272609581,-0.00016412315586783813
DINOv2,std_ctrl__tvn_efaar_e0.05,0.4663994953244081,0.4531557982467488,-0.013243697077659322,0.0538144107131478,0.0526547969189358,-0.0011596137942119986,0.025099013997792553,0.0238608265293208,-0.0012381874684717527
DINOv2,std_ctrl__tvn_efaar_e0.05_c96,0.395610876288035,0.3833897333114738,-0.012221142976561183,0.052748863278911,0.0489290106472452,-0.0038198526316658016,0.02086802402496773,0.018758880343241597,-0.0021091436817261347
DINOv2,std_ctrl__tvn_efaar_e0.1,0.4324588265913461,0.4187164307309833,-0.0137423958603628,0.0542345195123515,0.0541665092995781,-6.801021277340336e-05,0.023454196669056994,0.022680407439075956,-0.0007737892299810381
DINOv2,std_ctrl__tvn_efaar_e0.1_c96,0.371767655462085,0.3616057696225342,-0.0101618858395508,0.0510949953341674,0.0504085910080262,-0.000686404326141199,0.018995466621229588,0.01822803734704487,-0.0007674292741847166
DINOv2,std_ctrl__tvn_efaar_e0.2,0.3958997209792059,0.3826599706829684,-0.013239750296237474,0.0556503495153439,0.0552151082329719,-0.00043524128237200366,0.022031957845519937,0.021128611697685956,-0.0009033461478339805
DINOv2,std_ctrl__tvn_efaar_e0.2_c96,0.3539910198366937,0.3465372413599574,-0.007453778476736284,0.0519510237588727,0.0525948456638284,0.0006438219049557034,0.01839019588196365,0.01822607272609581,-0.00016412315586783813
MorphEM,robustmad_all__prune0.9__tvn_efaar_e0.05,0.5115911715738608,0.5033117265361814,-0.008279445037679412,0.0968549025860233,0.0806585997061076,-0.016196302879915705,0.04955011308665582,0.04059641907807175,-0.008953694008584069
MorphEM,robustmad_all__prune0.9__tvn_efaar_e0.05_c96,0.4384435226381187,0.4405171365238963,0.002073613885777592,0.0884342600750066,0.0742761058553607,-0.014158154219645905,0.03877342850918143,0.0327198974635493,-0.006053531045632131
MorphEM,robustmad_all__prune0.9__tvn_efaar_e0.1,0.4863566215120723,0.4771552646106342,-0.00920135690143814,0.0996854580584241,0.0823964379733734,-0.017289020085050705,0.04848268259517853,0.03931589416415869,-0.00916678843101984
MorphEM,robustmad_all__prune0.9__tvn_efaar_e0.1_c96,0.4317295304858687,0.4336201531230769,0.0018906226372081836,0.0895213329153068,0.0779176156040133,-0.011603717311293504,0.038649003027994545,0.03378664840919729,-0.004862354618797256
MorphEM,robustmad_all__prune0.9__tvn_efaar_e0.2,0.4627035354036747,0.454841854439218,-0.007861680964456719,0.0910975615187361,0.0820643430052344,-0.009033218513501709,0.042151163781372944,0.037326297955836876,-0.004824865825536068
MorphEM,robustmad_all__prune0.9__tvn_efaar_e0.2_c96,0.422154461711472,0.4239690437854619,0.0018145820739899343,0.0971445079602218,0.0800151013271784,-0.017129406633043395,0.04100998746617324,0.03392392599808067,-0.007086061468092569
MorphEM,robustmad_all__tvn_efaar_e0.05,0.5115911715738608,0.5033117265361814,-0.008279445037679412,0.0968549025860233,0.0806585997061076,-0.016196302879915705,0.04955011308665582,0.04059641907807175,-0.008953694008584069
MorphEM,robustmad_all__tvn_efaar_e0.05_c96,0.4384435226381187,0.4405171365238963,0.002073613885777592,0.0884342600750066,0.0742761058553607,-0.014158154219645905,0.03877342850918143,0.0327198974635493,-0.006053531045632131
MorphEM,robustmad_all__tvn_efaar_e0.1,0.4863566215120723,0.4771552646106342,-0.00920135690143814,0.0996854580584241,0.0823964379733734,-0.017289020085050705,0.04848268259517853,0.03931589416415869,-0.00916678843101984
MorphEM,robustmad_all__tvn_efaar_e0.1_c96,0.4317295304858687,0.4336201531230769,0.0018906226372081836,0.0895213329153068,0.0779176156040133,-0.011603717311293504,0.038649003027994545,0.03378664840919729,-0.004862354618797256
MorphEM,robustmad_all__tvn_efaar_e0.2,0.4627035354036747,0.454841854439218,-0.007861680964456719,0.0910975615187361,0.0820643430052344,-0.009033218513501709,0.042151163781372944,0.037326297955836876,-0.004824865825536068
MorphEM,robustmad_all__tvn_efaar_e0.2_c96,0.422154461711472,0.4239690437854619,0.0018145820739899343,0.0971445079602218,0.0800151013271784,-0.017129406633043395,0.04100998746617324,0.03392392599808067,-0.007086061468092569
MorphEM,robustmad_ctrl__prune0.9__tvn_efaar_e0.05,0.480356766631462,0.4594518639659765,-0.020904902665485503,0.1166061182112741,0.0790895164703779,-0.0375166017408962,0.056012537913413665,0.03633782576248292,-0.019674712150930744
MorphEM,robustmad_ctrl__prune0.9__tvn_efaar_e0.05_c96,0.4020633174779545,0.4017420094419638,-0.00032130803599067503,0.0975616127912603,0.0842605642028008,-0.0133010485884595,0.039225945697353756,0.0338510083795468,-0.005374937317806958
MorphEM,robustmad_ctrl__prune0.9__tvn_efaar_e0.1,0.4572666427660173,0.434414901061799,-0.02285174170421833,0.1176416123199329,0.0813523011263766,-0.0362893111935563,0.05379358511511706,0.03534065184496457,-0.01845293327015249
MorphEM,robustmad_ctrl__prune0.9__tvn_efaar_e0.1_c96,0.3970718269965914,0.3954552374481758,-0.0016165895484155923,0.0968776859226261,0.0819349033941972,-0.0149427825284289,0.03846739974449911,0.0324015866770456,-0.006065813067453504
MorphEM,robustmad_ctrl__prune0.9__tvn_efaar_e0.2,0.4335419089138655,0.4154760409574682,-0.018065867956397308,0.104981299739379,0.0833236006663418,-0.021657699073037204,0.04551379308926907,0.03461895972317275,-0.01089483336609632
MorphEM,robustmad_ctrl__prune0.9__tvn_efaar_e0.2_c96,0.3889956501942431,0.3848398334630709,-0.004155816731172213,0.0914822439556708,0.0749021905695975,-0.016580053386073296,0.03558619496876453,0.0288253465448231,-0.006760848423941427
MorphEM,robustmad_ctrl__tvn_efaar_e0.05,0.4803530012602708,0.4594518639659765,-0.020901137294294325,0.1166053429204283,0.0790895164703779,-0.0375158264500504,0.0560117264348108,0.03633782576248292,-0.019673900672327882
MorphEM,robustmad_ctrl__tvn_efaar_e0.05_c96,0.4020625942318976,0.4016676063538609,-0.0003949878780367122,0.0975613397641811,0.083837554895297,-0.013723784868884106,0.03922576536232624,0.033674829997354355,-0.005550935364971886
MorphEM,robustmad_ctrl__tvn_efaar_e0.1,0.457264536247594,0.434414901061799,-0.022849635185795025,0.1176424195011266,0.0813521168973246,-0.03629030260380199,0.05379370639622756,0.03534057181311917,-0.01845313458310839
MorphEM,robustmad_ctrl__tvn_efaar_e0.1_c96,0.3970718269965914,0.3954070410904893,-0.0016647859061020842,0.0968776859226261,0.0819387591616583,-0.014938926760967808,0.03846739974449911,0.03239916231073753,-0.006068237433761579
MorphEM,robustmad_ctrl__tvn_efaar_e0.2,0.4335419089138655,0.4154760409574682,-0.018065867956397308,0.104981299739379,0.0833236006663418,-0.021657699073037204,0.04551379308926907,0.03461895972317275,-0.01089483336609632
MorphEM,robustmad_ctrl__tvn_efaar_e0.2_c96,0.3889956501942431,0.3848398334630709,-0.004155816731172213,0.0914822439556708,0.0749021905695975,-0.016580053386073296,0.03558619496876453,0.0288253465448231,-0.006760848423941427
MorphEM,std_all__prune0.9__tvn_efaar_e0.05,0.5009410113117556,0.5003705902792691,-0.0005704210324865011,0.0973981432805041,0.0825701503413326,-0.014827992939171503,0.048790724394822994,0.04131567486574059,-0.007475049529082407
MorphEM,std_all__prune0.9__tvn_efaar_e0.05_c96,0.4405966437643834,0.4380034238134862,-0.0025932199508971743,0.0880064800294294,0.0835447526134766,-0.004461727415952799,0.03877535973048383,0.03659288768635345,-0.0021824720441303777
MorphEM,std_all__prune0.9__tvn_efaar_e0.1,0.47646731259853,0.476848268130409,0.00038095553187900144,0.0958483309332484,0.0828294020165247,-0.01301892891672371,0.04566859665681942,0.0394970569018572,-0.0061715397549622145
MorphEM,std_all__prune0.9__tvn_efaar_e0.1_c96,0.4326558359054739,0.4311367616891876,-0.0015190742162863313,0.0852484050996719,0.0821578573660815,-0.003090547733590396,0.03688321996800701,0.035421272572134545,-0.001461947395872465
MorphEM,std_all__prune0.9__tvn_efaar_e0.2,0.4526284166354378,0.4535240130777238,0.0008955964422859841,0.0976215916255976,0.0852653541188565,-0.0123562375067411,0.044186306446925554,0.03866988557647702,-0.005516420870448534
MorphEM,std_all__prune0.9__tvn_efaar_e0.2_c96,0.4234525445020594,0.4228867177267668,-0.0005658267752925994,0.0888167385600818,0.0805566663620045,-0.008260072198077312,0.037609673937640815,0.03406634422883832,-0.0035433297088024937
MorphEM,std_all__tvn_efaar_e0.05,0.5009410113117556,0.5003705902792691,-0.0005704210324865011,0.0973981432805041,0.0825701503413326,-0.014827992939171503,0.048790724394822994,0.04131567486574059,-0.007475049529082407
MorphEM,std_all__tvn_efaar_e0.05_c96,0.4405966437643834,0.4380034238134862,-0.0025932199508971743,0.0880064800294294,0.0835447526134766,-0.004461727415952799,0.03877535973048383,0.03659288768635345,-0.0021824720441303777
MorphEM,std_all__tvn_efaar_e0.1,0.47646731259853,0.476848268130409,0.00038095553187900144,0.0958483309332484,0.0828294020165247,-0.01301892891672371,0.04566859665681942,0.0394970569018572,-0.0061715397549622145
MorphEM,std_all__tvn_efaar_e0.1_c96,0.4326558359054739,0.4311367616891876,-0.0015190742162863313,0.0852484050996719,0.0821578573660815,-0.003090547733590396,0.03688321996800701,0.035421272572134545,-0.001461947395872465
MorphEM,std_all__tvn_efaar_e0.2,0.4526284166354378,0.4535240130777238,0.0008955964422859841,0.0976215916255976,0.0852653541188565,-0.0123562375067411,0.044186306446925554,0.03866988557647702,-0.005516420870448534
MorphEM,std_all__tvn_efaar_e0.2_c96,0.4234525445020594,0.4228867177267668,-0.0005658267752925994,0.0888167385600818,0.0805566663620045,-0.008260072198077312,0.037609673937640815,0.03406634422883832,-0.0035433297088024937
MorphEM,std_ctrl__prune0.9__tvn_efaar_e0.05,0.4749001605417725,0.4661229400827072,-0.00877722045906526,0.0904772491685619,0.0734104404980848,-0.017066808670477093,0.042967660155528,0.034218290357733924,-0.008749369797794074
MorphEM,std_ctrl__prune0.9__tvn_efaar_e0.05_c96,0.4074818748381459,0.4150481144142307,0.007566239576084766,0.1086078354432386,0.086735683694749,-0.021872151748489596,0.0442557244085237,0.03599948196993471,-0.008256242438588988
MorphEM,std_ctrl__prune0.9__tvn_efaar_e0.1,0.454495324272756,0.4431392494119348,-0.011356074860821241,0.0920532836705724,0.0731198507604754,-0.018933432910096998,0.0418377870122288,0.03240227578310976,-0.009435511229119044
MorphEM,std_ctrl__prune0.9__tvn_efaar_e0.1_c96,0.3972483822682316,0.4070236960058777,0.009775313737646063,0.1011364584875335,0.0838293777898339,-0.017307080697699595,0.04017629452251084,0.03412054318189123,-0.006055751340619614
MorphEM,std_ctrl__prune0.9__tvn_efaar_e0.2,0.4331093900889556,0.422523045948751,-0.010586344140204595,0.0919833415237383,0.0744712301530287,-0.0175121113707096,0.0398388489456904,0.03146581099980816,-0.00837303794588224
MorphEM,std_ctrl__prune0.9__tvn_efaar_e0.2_c96,0.3862210334798485,0.3956224901983719,0.009401456718523438,0.095618473859618,0.0823081642521147,-0.013310309607503304,0.03692986579382754,0.03256296090507823,-0.004366904888749308
MorphEM,std_ctrl__tvn_efaar_e0.05,0.4749001605417725,0.4661229400827072,-0.00877722045906526,0.0904772491685619,0.0734104404980848,-0.017066808670477093,0.042967660155528,0.034218290357733924,-0.008749369797794074
MorphEM,std_ctrl__tvn_efaar_e0.05_c96,0.4074818748381459,0.4150481144142307,0.007566239576084766,0.1086078354432386,0.086735683694749,-0.021872151748489596,0.0442557244085237,0.03599948196993471,-0.008256242438588988
MorphEM,std_ctrl__tvn_efaar_e0.1,0.454495324272756,0.4431392494119348,-0.011356074860821241,0.0920532836705724,0.0731198507604754,-0.018933432910096998,0.0418377870122288,0.03240227578310976,-0.009435511229119044
MorphEM,std_ctrl__tvn_efaar_e0.1_c96,0.3972483822682316,0.4070236960058777,0.009775313737646063,0.1011364584875335,0.0838293777898339,-0.017307080697699595,0.04017629452251084,0.03412054318189123,-0.006055751340619614
MorphEM,std_ctrl__tvn_efaar_e0.2,0.4331093900889556,0.422523045948751,-0.010586344140204595,0.0919833415237383,0.0744712301530287,-0.0175121113707096,0.0398388489456904,0.03146581099980816,-0.00837303794588224
MorphEM,std_ctrl__tvn_efaar_e0.2_c96,0.3862210334798485,0.3956224901983719,0.009401456718523438,0.095618473859618,0.0823081642521147,-0.013310309607503304,0.03692986579382754,0.03256296090507823,-0.004366904888749308
OpenPhenom,robustmad_all__prune0.9__tvn_efaar_e0.05,0.4131720509202766,0.411242519458258,-0.0019295314620185744,0.0405232845792588,0.0393083344400491,-0.0012149501392096987,0.016743088599638377,0.016165258490833605,-0.0005778301088047721
OpenPhenom,robustmad_all__prune0.9__tvn_efaar_e0.05_c96,0.3288387267290789,0.3282292527409086,-0.0006094739881702949,0.0312087219738653,0.0279073790432107,-0.0033013429306546008,0.010262636396727691,0.00916001816931034,-0.0011026182274173502
OpenPhenom,robustmad_all__prune0.9__tvn_efaar_e0.1,0.3760301990369173,0.3758495182548629,-0.00018068078205440985,0.0450996445570574,0.0410673170594338,-0.004032327497623604,0.016958828319284518,0.015435131332807906,-0.001523696986476612
OpenPhenom,robustmad_all__prune0.9__tvn_efaar_e0.1_c96,0.3084996282810891,0.3122858688142932,0.0037862405332040883,0.0354931738434563,0.029271385651752,-0.006221788191704301,0.010949630937222343,0.00914104009965561,-0.0018085908375667335
OpenPhenom,robustmad_all__prune0.9__tvn_efaar_e0.2,0.3413475553926549,0.3433864838663343,0.0020389284736794244,0.0480418049017311,0.0392388757804285,-0.008802929121302601,0.016398952659856775,0.013474099585109207,-0.0029248530747475673
OpenPhenom,robustmad_all__prune0.9__tvn_efaar_e0.2_c96,0.2946355059380228,0.2974314466863264,0.0027959407483035825,0.0372380209504628,0.0338488249487262,-0.003389196001736601,0.0109716431428703,0.010067704973131851,-0.000903938169738449
OpenPhenom,robustmad_all__tvn_efaar_e0.05,0.4131720509202766,0.411242519458258,-0.0019295314620185744,0.0405232845792588,0.0393083344400491,-0.0012149501392096987,0.016743088599638377,0.016165258490833605,-0.0005778301088047721
OpenPhenom,robustmad_all__tvn_efaar_e0.05_c96,0.3288387267290789,0.3282292527409086,-0.0006094739881702949,0.0312087219738653,0.0279073790432107,-0.0033013429306546008,0.010262636396727691,0.00916001816931034,-0.0011026182274173502
OpenPhenom,robustmad_all__tvn_efaar_e0.1,0.3760301990369173,0.3758495182548629,-0.00018068078205440985,0.0450996445570574,0.0410673170594338,-0.004032327497623604,0.016958828319284518,0.015435131332807906,-0.001523696986476612
OpenPhenom,robustmad_all__tvn_efaar_e0.1_c96,0.3084996282810891,0.3122858688142932,0.0037862405332040883,0.0354931738434563,0.029271385651752,-0.006221788191704301,0.010949630937222343,0.00914104009965561,-0.0018085908375667335
OpenPhenom,robustmad_all__tvn_efaar_e0.2,0.3413475553926549,0.3433864838663343,0.0020389284736794244,0.0480418049017311,0.0392388757804285,-0.008802929121302601,0.016398952659856775,0.013474099585109207,-0.0029248530747475673
OpenPhenom,robustmad_all__tvn_efaar_e0.2_c96,0.2946355059380228,0.2974314466863264,0.0027959407483035825,0.0372380209504628,0.0338488249487262,-0.003389196001736601,0.0109716431428703,0.010067704973131851,-0.000903938169738449
OpenPhenom,robustmad_ctrl__prune0.9__tvn_efaar_e0.05,0.3827093790717819,0.4010542754544257,0.018344896382643805,0.0364103902400517,0.0323251067892213,-0.004085283450830403,0.013934597840531453,0.012964122282338085,-0.0009704755581933684
OpenPhenom,robustmad_ctrl__prune0.9__tvn_efaar_e0.05_c96,0.2976498688644258,0.3042046510962136,0.006554782231787792,0.0374707672669551,0.0380723704226414,0.0006016031556863033,0.011153168963258603,0.01158179216082543,0.000428623197566827
OpenPhenom,robustmad_ctrl__prune0.9__tvn_efaar_e0.1,0.3592531782883701,0.3653587453342041,0.006105567045833982,0.0373385026694948,0.0317635527059828,-0.005574949963512002,0.013413975756544799,0.01160509176401474,-0.0018088839925300589
OpenPhenom,robustmad_ctrl__prune0.9__tvn_efaar_e0.1_c96,0.285006756295251,0.2855701827800354,0.0005634264847843573,0.0367876614806601,0.0390109577340979,0.002223296253437798,0.010484732070290687,0.011140366330550572,0.0006556342602598852
OpenPhenom,robustmad_ctrl__prune0.9__tvn_efaar_e0.2,0.3298220575497114,0.3288676334423474,-0.0009544241073640158,0.0384733580871446,0.0321600298337208,-0.006313328253423803,0.012689362125148861,0.010576392902851048,-0.002112969222297813
OpenPhenom,robustmad_ctrl__prune0.9__tvn_efaar_e0.2_c96,0.2739251455514397,0.2719461075568661,-0.001979037994573607,0.035820348118422,0.0360755596798548,0.00025521156143279433,0.009812094072041987,0.009810608032871935,-1.4860391700528136e-06
OpenPhenom,robustmad_ctrl__tvn_efaar_e0.05,0.3827099841163586,0.4010540870242415,0.01834410290788291,0.0364105375672884,0.0323401669098431,-0.004070370657445296,0.01393467625404502,0.01297015611423871,-0.0009645201398063089
OpenPhenom,robustmad_ctrl__tvn_efaar_e0.05_c96,0.2976520324695186,0.3042072385124605,0.006555206042941908,0.0374714850798726,0.0380810718378979,0.0006095867580252975,0.011153463693675321,0.01158453770340155,0.00043107400972622854
OpenPhenom,robustmad_ctrl__tvn_efaar_e0.1,0.3592531782883701,0.3653559943881186,0.006102816099748498,0.0373385026694948,0.031756202063006,-0.005582300606488802,0.013413975756544799,0.01160231878271958,-0.0018116569738252184
OpenPhenom,robustmad_ctrl__tvn_efaar_e0.1_c96,0.2850047154711738,0.2855701827800354,0.0005654673088615891,0.0367872705120848,0.0390109577340979,0.0022236872220130974,0.01048454556525783,0.011140366330550572,0.000655820765292742
OpenPhenom,robustmad_ctrl__tvn_efaar_e0.2,0.3298220575497114,0.3288676334423474,-0.0009544241073640158,0.0384733580871446,0.0321600298337208,-0.006313328253423803,0.012689362125148861,0.010576392902851048,-0.002112969222297813
