universe,predictor,n,n_selected,prevalence,roc_auc,average_precision,ap_lift,log_loss,brier,precision_at_selected_count,recall_at_selected_count,retrieved_with_ties
eligible_primary,constant,95426,3775,0.0395594492067151,0.492394406335985,0.0388870630517361,0.983003146695357,0.16654980698223,0.0379951282807551,0.038375914343263,0.191788079470199,18866
eligible_primary,count_only,95426,3775,0.0395594492067151,0.931036222132895,0.513536652643861,12.9813903616405,0.0940686341340614,0.0248964887086504,0.52465483234714,0.563708609271523,4056
eligible_primary,cluster_only,95426,3775,0.0395594492067151,0.819489656305618,0.273104769075815,6.90365448843146,0.130997086587548,0.0323037936371692,0.360517286883083,0.361854304635762,3789
eligible_primary,count_plus_cluster,95426,3775,0.0395594492067151,0.955688533691116,0.573313325285965,14.4924496367519,0.0821980291802244,0.0231218383535617,0.569271523178808,0.569271523178808,3775
all_descriptive,constant,115721,3775,0.0326215639339446,0.491950630643464,0.0320147583771526,0.981398636864233,0.143747689847831,0.0315578766109595,0.031464580617123,0.191788079470199,23010
all_descriptive,count_only,115721,3775,0.0326215639339446,0.943498751704198,0.513314388684558,15.7354316219777,0.0776227919816274,0.0205161370593029,0.524396254312469,0.563708609271523,4058
all_descriptive,cluster_only,115721,3775,0.0326215639339446,0.816728969253506,0.244753023774125,7.5027985865339,0.114136334412664,0.0273113211962534,0.33052853010781,0.332980132450331,3803
all_descriptive,count_plus_cluster,115721,3775,0.0326215639339446,0.963641050681602,0.572895782081395,17.561873588938,0.0678607562217938,0.0190670886367834,0.568211920529801,0.568211920529801,3775
