universe,predictor,n,n_selected,prevalence,roc_auc,average_precision,ap_lift,log_loss,brier,precision_at_selected_count,recall_at_selected_count,retrieved_with_ties
eligible_primary,constant,95426,3832,0.040156770691425814,0.4923313862441784,0.03946976570130267,0.9828919263602581,0.16845074391340636,0.03854487336694267,0.03894413495079919,0.1951983298538622,19207
eligible_primary,count_only,95426,3832,0.040156770691425814,0.9315594699409389,0.5158264268349165,12.845316442366583,0.09460300053637688,0.025086297795467637,0.534516765285996,0.5657620041753654,4056
eligible_primary,cluster_only,95426,3832,0.040156770691425814,0.8199352355450071,0.27766569255144513,6.91454237406425,0.13220295568111326,0.03265113761710446,0.3631633714880333,0.36430062630480164,3844
eligible_primary,count_plus_cluster,95426,3832,0.040156770691425814,0.9561815848810511,0.5764816772139572,14.35577780005717,0.08273531511061878,0.023315573805084477,0.5718741876787107,0.5741127348643006,3847
all_descriptive,constant,115721,3832,0.03311412794566241,0.49196390319805283,0.03251660225532336,0.9819555661764808,0.14541374309028554,0.03201808602621806,0.032073011734028684,0.19258872651356992,23010
all_descriptive,count_only,115721,3832,0.03311412794566241,0.9440031003176407,0.5185210499069539,15.65860501468753,0.07806126735244676,0.020666855969643478,0.534516765285996,0.5657620041753654,4056
all_descriptive,cluster_only,115721,3832,0.03311412794566241,0.8170248906559665,0.24950119933873383,7.534584626481633,0.11520651209193761,0.027614937470116216,0.3247460985880604,0.3421189979123173,4037
all_descriptive,count_plus_cluster,115721,3832,0.03311412794566241,0.9638529739929583,0.5766386929068179,17.413675934725962,0.06834383543731593,0.019224457912525854,0.5722453222453222,0.574634655532359,3848
