family,display_family,replicates,seed,pa_d2e8,pa_mq,pa_delta_mq_minus_d2e8,pa_delta_ci_low,pa_delta_ci_high,pa_centered_bootstrap_p,pc_d2e8,pc_mq,pc_delta_mq_minus_d2e8,pc_delta_ci_low,pc_delta_ci_high,pc_centered_bootstrap_p,product_d2e8,product_mq,product_delta_mq_minus_d2e8,product_delta_ci_low,product_delta_ci_high,product_centered_bootstrap_p,product_holm_p,product_supported_direction
cp_measure,cp_measure,50000,20260818,0.4255672988736476,0.45899706512761634,0.03342976625396876,0.00843765058260781,0.05870111503528765,0.009479810403791923,0.08681172004676853,0.083215416340251,-0.003596303706517534,-0.012774123464834171,0.005727497749457095,0.43891122177556446,0.03694422921087857,0.038195631873547894,0.0012514026626693278,-0.0034127010241027005,0.0061448734868267026,0.6046679066418672,0.7063458730825384,unresolved
dinov2,DINOv2,50000,20260818,0.4619511611136225,0.45725949149766343,-0.004691669615959071,-0.027564478465535867,0.018443624294567768,0.6896062078758425,0.048088479720931526,0.05261759418529938,0.0045291144643678505,-0.003742628194215535,0.012799997334539032,0.2750144997100058,0.022214529043273208,0.024059894361000405,0.0018453653177271968,-0.0020799748796754857,0.005809777020269199,0.3531729365412692,0.7063458730825384,unresolved
morphem,MorphEM,50000,20260818,0.5115911715738608,0.5033117265361814,-0.008279445037679412,-0.02488494249690707,0.008466601158901271,0.32935341293174136,0.09685490258602332,0.08065859970610759,-0.016196302879915733,-0.024832307842463715,-0.007832205317169664,0.00017999640007199856,0.04955011308665583,0.040596419078071745,-0.008953694008584083,-0.01364525866877344,-0.004438998911066737,0.0001999960000799984,0.000999980000399992,D2-E8>MQ
openphenom,OpenPhenom,50000,20260818,0.4219044426401833,0.4279306408592858,0.0060261982191024965,-0.015797284962211233,0.028159518218723565,0.5913481730365393,0.046685776631867584,0.03807863411689247,-0.008607142514975116,-0.017350983090007533,-8.582102069164439e-05,0.05091898162036759,0.019696936569092185,0.016295014300688058,-0.003401922268404127,-0.007269362910497393,0.0002852648563842314,0.07717845643087139,0.30871382572348555,unresolved
subcell,SubCell,50000,20260818,0.46383431295829547,0.4505317221572089,-0.013302590801086589,-0.027773612369327315,0.0012675106570398922,0.07291854162916742,0.06228745289683372,0.058810228299731544,-0.0034772245971021742,-0.009380077071000125,0.002221181338662729,0.24189516209675807,0.028891057920325057,0.026495873436336675,-0.002395184483988382,-0.005282372890325643,0.00036393212780639017,0.09639807203855923,0.30871382572348555,unresolved
