n_features,hq_median_correlation,e3_median_correlation,e3_minus_hq_mean,e3_minus_hq_median,fraction_e3_gt_hq
790,0.9832462358232696,0.981026932144297,-0.005650462177098586,-0.0027070516125484723,0.11772151898734177
