codec,n_sites,ssim_mean,ssim_median,psnr_mean,psnr_median,lpips_mean,lpips_median
jpegxl_lossy_effort_3,100,0.9988185620307922,0.9987849593162537,59.38949726104736,58.562950134277344,,
jpegxl_lossy_hq,100,0.9991862058639527,0.9992596507072449,60.972285461425784,60.7133903503418,,
