method,file,source_id,dice,iou,hausdorff_95,asd,precision,recall
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A16__2,0.9937308988323799,0.9875399112218675,1.0,0.12910619451920816,0.997931445402525,0.9895655663690177
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A16__4,0.9953267664275821,0.9906970079101227,1.0,0.08131619118981179,0.9988326331058316,0.9918454246003053
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A16__5,0.9943271880321018,0.9887183746037688,1.0,0.09702095770130975,0.9982344882968421,0.9904503565004951
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A16__6,0.9940121596076228,0.9880956008572792,1.0,0.09293444193920841,0.9981786745881496,0.9898802830875058
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A17__1,0.9943282220168741,0.988720419311158,1.0,0.09596064863062237,0.9992366163485126,0.9894678134535432
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A17__4,0.9945966060953502,0.989251291695635,1.0,0.08943126041338317,0.9991462533657319,0.990088204963907
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A17__3,0.9945156396064091,0.9890911075107242,1.0,0.09462193056473216,0.9983561759908488,0.9907045380016649
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A17__5,0.9951114976736387,0.9902705577483589,1.0,0.08415803902663493,0.9987011621181049,0.991547545707991
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A17__2,0.9942048767402136,0.9884765333898132,1.0,0.09769878726840832,0.9979606787178015,0.9904772385170746
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A17__6,0.992861432387136,0.985824060675615,1.0,0.15635707156769346,0.9942079307568438,0.9915185763252852
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A18__1,0.9943688629667166,0.988800790218378,1.0,0.09647379626721325,0.9990334732923946,0.9897476094827932
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A18__3,0.9935108245560403,0.9871053249209615,1.0,0.10320235592315415,0.9990219228995795,0.9880601965092658
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A18__2,0.9943878749820657,0.9888383903130957,1.0,0.09295598607531327,0.9981132390509425,0.9906902166482294
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A18__4,0.9940745564777834,0.9882189210733774,1.0,0.09758689975729629,0.9981672271748607,0.9900153101519102
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A18__5,0.9934260494154671,0.9869379679839414,1.0,0.09623515200322126,0.9988891812096232,0.9880223505685227
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A18__6,0.9932294731927023,0.986550009903908,1.0,0.11587699533871589,0.9960927972839819,0.9903825634857508
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A19__1,0.9950787666881024,0.9902057332480103,1.0,0.08778590361616646,0.9990991548293807,0.9910906050564555
