sample_id,family,codec,config,pa,pc,product,pa_units,pc_targets,treatment_wells,control_wells,total_wells
0,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.31844733524994884,0.010440699425591086,0.003324812910225153,370,77,1480,5753,7233
1,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.3069757560429482,-0.013824220825984862,-0.004243700639761373,370,65,1480,5753,7233
2,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.2812771174689767,0.045817568946866866,0.012887433722810811,370,88,1480,5625,7105
3,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.29882747783462016,0.006788042931836515,0.0020284537487538262,370,55,1480,5433,6913
4,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.3113943759263513,0.0004094915369089537,0.00012751336158288608,370,56,1480,5657,7137
5,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.27297780125600163,-0.020930751660271685,-0.00571363056685637,370,82,1480,5785,7265
6,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.2912966105060433,-0.005363770888453879,-0.0015624482793376033,370,63,1480,5721,7201
7,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.2848470374849914,-0.006663530189468574,-0.0018980868336619266,370,49,1480,5561,7041
8,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.28469018423449083,0.012391021604957466,0.0035276022235688972,370,81,1480,5529,7009
9,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.27189836360292685,0.03260388785595029,0.008864943755126222,370,77,1480,5753,7233
10,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.27929170836406086,0.019071926924419964,0.005326631052515781,370,85,1480,5753,7233
11,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.3179545762055059,0.026446796959314952,0.008408880119192047,370,44,1480,5433,6913
12,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.3004635248279551,-0.011910522521123212,-0.003578677579239422,370,92,1480,5785,7265
13,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.29192560822690833,0.07309583650435705,0.021338546530389083,370,80,1480,5849,7329
14,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.29642903833392503,0.001711919273850523,0.0005074625840528218,370,93,1480,5753,7233
15,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.28397499890430866,0.07878981530958945,0.022374337716211345,370,67,1480,5625,7105
16,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.2781575516908262,0.02045248253074252,0.005689012466750732,370,58,1480,5785,7265
17,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.2645745963839564,0.004351476975797575,0.0011512902645457227,370,76,1480,5689,7169
18,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.29040233866087534,0.004429908469366724,0.0012864557795577154,370,54,1480,5785,7265
19,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.30126099068726914,0.11052210370792415,0.03329599845589033,370,98,1480,5593,7073
20,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.2595896337078264,0.04207412500195787,0.010922006697835544,370,59,1480,5689,7169
21,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.29223925929678257,0.059047738685651205,0.01725606741664468,370,58,1480,5913,7393
22,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.28091268215266785,-0.02849282495406938,-0.008003995879954094,370,87,1480,5785,7265
23,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.3251865092873772,0.06781169012988929,0.022051446802215987,370,71,1480,5817,7297
24,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.3131163388233178,0.049907391898060253,0.01562681983134114,370,77,1480,5465,6945
25,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.28607924695612164,0.019437404333005164,0.005560637994367773,370,109,1480,5785,7265
26,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.2753311190464468,0.022522262572880494,0.006201079757649093,370,74,1480,5066,6546
27,subcell,MQ,std_ctrl__tvn_efaar_e0.2_c96,0.29760771892647536,0.024109753216508097,0.007175248658645227,370,48,1480,5785,7265
