family,display_family,margin,unit_id,d2_value,mq_value,unit_delta_mq_minus_d2,symmetric_product_contribution,absolute_contribution,leave_one_unit_influence,absolute_rank
subcell,SubCell,PA,BRD-K29791386-001-01-8,0.285529461265396,0.4245759916719601,0.13904653040656406,2.7513418971670938e-05,2.7513418971670938e-05,3.140882824778993e-05,186
subcell,SubCell,PA,BRD-K29895144-001-01-0,0.7414111604815687,0.6721511775145674,-0.06925998296700131,-1.3704613295780171e-05,1.3704613295780171e-05,-1.3954308361076306e-05,306
subcell,SubCell,PA,BRD-K30177383-001-02-9,0.3240397902949273,0.3028998227764506,-0.021139967518476688,-4.183008246827181e-06,4.183008246827181e-06,8.255422532729706e-08,412
subcell,SubCell,PA,BRD-K31170746-001-03-9,0.5339764077986674,0.2463151184934101,-0.2876612893052573,-5.6920122720393754e-05,5.6920122720393754e-05,-5.370163118858379e-05,86
subcell,SubCell,PA,BRD-K31476763-001-01-5,0.297304389639565,0.0256403030804716,-0.2716640865590934,-5.3754723769100006e-05,5.3754723769100006e-05,-4.7918808537279756e-05,94
subcell,SubCell,PA,BRD-K32292990-001-03-6,0.6110796476898364,0.491592727345677,-0.11948692034415936,-2.3643119259798035e-05,2.3643119259798035e-05,-2.215321233449072e-05,213
subcell,SubCell,PA,BRD-K32730239-001-01-0,0.6737736183493446,0.5617985446819631,-0.11197507366738146,-2.215673492309554e-05,2.215673492309554e-05,-2.1419532330722857e-05,224
subcell,SubCell,PA,BRD-K32821942-001-21-3,0.4293198267201183,0.3839796839956541,-0.04534014272446424,-8.971545995186172e-06,8.971545995186172e-06,-5.784003679589617e-06,337
subcell,SubCell,PA,BRD-K33882852-003-04-9,0.7550761063651421,0.7852137069057161,0.030137600540574017,5.963388140999779e-06,5.963388140999779e-06,5.0557850572070795e-06,383
subcell,SubCell,PA,BRD-K34581968-001-04-6,1.0,0.8864116268926631,-0.11358837310733694,-2.2475961755210452e-05,2.2475961755210452e-05,-2.544983038606924e-05,219
subcell,SubCell,PA,BRD-K35498378-001-06-1,0.1122606622746173,0.1199350190882397,0.007674356813622399,1.5185405470665583e-06,1.5185405470665583e-06,8.05298237411406e-06,450
subcell,SubCell,PA,BRD-K36016295-001-05-2,0.8543643625846018,1.0,0.1456356374153982,2.8817218938870037e-05,2.8817218938870037e-05,2.6194205877048266e-05,176
subcell,SubCell,PA,BRD-K36055864-001-19-2,1.0,0.9768616277003572,-0.023138372299642773,-4.578436653839178e-06,4.578436653839178e-06,-8.009223182097597e-06,398
subcell,SubCell,PA,BRD-K36461289-001-05-8,0.1769336035306368,0.252842833370172,0.07590922983953519,1.5020313259779135e-05,1.5020313259779135e-05,2.0472740139866608e-05,299
subcell,SubCell,PA,BRD-K36574127-001-04-9,0.1719774129471702,0.2598417389077842,0.08786432596061403,1.7385892375375048e-05,1.7385892375375048e-05,2.2834431025211405e-05,261
subcell,SubCell,PA,BRD-K36660044-001-24-2,0.0763672084657263,0.2908807925080496,0.2145135840423233,4.2446237929231825e-05,4.2446237929231825e-05,4.834502098105889e-05,119
subcell,SubCell,PA,BRD-K36740062-001-07-9,0.6684730734868569,0.7791947781275025,0.11072170464064557,2.1908728251818886e-05,2.1908728251818886e-05,2.1581384255776187e-05,228
subcell,SubCell,PA,BRD-K36927236-001-30-0,0.3068047220203828,0.2982102980577839,-0.008594423962598907,-1.7005960998217706e-06,1.7005960998217706e-06,2.6980836810783226e-06,446
subcell,SubCell,PA,BRD-K37355418-236-01-6,0.0882957699370709,0.0700306095807833,-0.0182651603562876,-3.614164323251402e-06,3.614164323251402e-06,3.324531181833623e-06,421
subcell,SubCell,PA,BRD-K37385792-003-02-1,0.9012762781881912,0.6629593623825132,-0.23831691580567804,-4.7156251460759286e-05,4.7156251460759286e-05,-4.837451732961351e-05,108
subcell,SubCell,PA,BRD-K37602296-001-02-9,0.1072618237091079,0.1079378461028307,0.0006760223937228027,1.3376592208624653e-07,1.3376592208624653e-07,6.760551028096168e-06,477
subcell,SubCell,PA,BRD-K37764012-001-06-9,0.6368759591867629,0.4707491952398354,-0.1661267639469275,-3.28718397036962e-05,3.28718397036962e-05,-3.144042354430096e-05,153
subcell,SubCell,PA,BRD-K37864785-001-01-0,0.6464752483984647,0.5417747135161447,-0.10470053488232,-2.0717307180210866e-05,2.0717307180210866e-05,-1.9705631182601047e-05,233
subcell,SubCell,PA,BRD-K38272302-001-02-7,0.8997337200348816,0.6262688377805236,-0.27346488225435805,-5.4111050865513906e-05,5.4111050865513906e-05,-5.513417670654705e-05,92
subcell,SubCell,PA,BRD-K38512030-001-01-7,0.1350217817370601,0.4661833987763546,0.33116161703929453,6.552762079209726e-05,6.552762079209726e-05,7.016843844452267e-05,72
subcell,SubCell,PA,BRD-K38775274-001-22-1,0.5922750856448403,0.5006175559751654,-0.09165752966967489,-1.8136461286279428e-05,1.8136461286279428e-05,-1.6572751663373325e-05,255
subcell,SubCell,PA,BRD-K38852836-001-04-9,0.8772738567225825,0.8254043560530486,-0.051869500669533886,-1.026352329396118e-05,1.026352329396118e-05,-1.2150003033343376e-05,328
subcell,SubCell,PA,BRD-K40109029-001-03-7,1.0,1.0,0.0,0.0,0.0,-3.54767250200852e-06,493
subcell,SubCell,PA,BRD-K41599323-001-03-1,0.8308641187790592,0.8246339754958243,-0.006230143283234901,-1.2327710868008212e-06,1.2327710868008212e-06,-2.8206977557565516e-06,460
subcell,SubCell,PA,BRD-K42191735-001-08-7,0.7316905531245731,0.6516215107042447,-0.08006904242032842,-1.5843423811652274e-05,1.5843423811652274e-05,-1.5927693669776782e-05,288
subcell,SubCell,PA,BRD-K42352790-001-11-9,0.0087962473353095,0.0926815199998053,0.0838852726644958,1.6598549029758274e-05,1.6598549029758274e-05,2.3927573746810454e-05,280
subcell,SubCell,PA,BRD-K43236057-001-07-1,0.8007896327725998,0.8233756524925595,0.02258601971995966,4.469141528671587e-06,4.469141528671587e-06,3.0785182030187985e-06,406
subcell,SubCell,PA,BRD-K43330982-001-04-9,-0.0608947020980674,-0.0454422979348811,0.0154524041631863,3.05759855077453e-06,3.05759855077453e-06,1.1526847398610901e-05,427
subcell,SubCell,PA,BRD-K43570081-001-02-4,0.9768616277003572,0.9629786043205716,-0.013883023379785642,-2.7470619923035026e-06,2.7470619923035026e-06,-5.960808427119685e-06,432
subcell,SubCell,PA,BRD-K44067360-001-30-3,0.2620845868634719,0.294681289533085,0.032596702669613065,6.449975666575214e-06,6.449975666575214e-06,1.1150416517526768e-05,370
subcell,SubCell,PA,BRD-K44227013-001-15-9,0.5763856205287718,0.4654843601643071,-0.11090126036446474,-2.194425730704776e-05,2.194425730704776e-05,-2.010218430784083e-05,227
subcell,SubCell,PA,BRD-K44432556-001-02-2,1.0,0.9768616277003572,-0.023138372299642773,-4.578436653839178e-06,4.578436653839178e-06,-8.009223182097597e-06,399
subcell,SubCell,PA,BRD-K44771174-066-01-0,0.1100056808437121,0.1094464629345786,-0.0005592179091334915,-1.1065358182950547e-07,1.1065358182950547e-07,6.491089481423101e-06,479
subcell,SubCell,PA,BRD-K45293975-001-01-2,1.0,1.0,0.0,0.0,0.0,-3.54767250200852e-06,494
subcell,SubCell,PA,BRD-K45746021-003-01-9,0.9537232554007146,0.8699843842210554,-0.08373887117965917,-1.656958027103695e-05,1.656958027103695e-05,-1.9166647902153083e-05,281
subcell,SubCell,PA,BRD-K46625559-001-01-8,0.7997126798397647,0.7941386028128758,-0.005574077026888835,-1.1029539260903308e-06,1.1029539260903308e-06,-2.3390454409015493e-06,462
subcell,SubCell,PA,BRD-K47049295-300-03-1,0.9629786043205716,1.0,0.037021395679428415,7.325498646142681e-06,7.325498646142681e-06,4.01287975883638e-06,358
subcell,SubCell,PA,BRD-K47557313-001-03-9,1.0,1.0,0.0,0.0,0.0,-3.54767250200852e-06,495
subcell,SubCell,PA,BRD-K47598052-001-14-1,1.0,1.0,0.0,0.0,0.0,-3.54767250200852e-06,496
subcell,SubCell,PA,BRD-K47738867-001-01-5,0.1941425275923194,0.0633153448442605,-0.13082718274805888,-2.5887039980832055e-05,2.5887039980832055e-05,-1.958645630662989e-05,197
subcell,SubCell,PA,BRD-K47978074-001-03-2,0.1908266011104489,0.3037848175588052,0.1129582164483563,2.2351271379077884e-05,2.2351271379077884e-05,2.7458150919621588e-05,222
subcell,SubCell,PA,BRD-K48278478-001-01-2,-0.0680998060570091,0.1068669766652358,0.17496678272224492,3.4621032147201174e-05,3.4621032147201174e-05,4.236662046371367e-05,142
subcell,SubCell,PA,BRD-K48722258-300-11-0,0.1111180239611005,0.212184854629183,0.10106683066808249,1.999829875782794e-05,1.999829875782794e-05,2.607398538692282e-05,240
subcell,SubCell,PA,BRD-K48830578-001-01-9,0.2234610680451489,0.2720560341939677,0.04859496614881878,9.615584507267218e-06,9.615584507267218e-06,1.4675544967601012e-05,332
subcell,SubCell,PA,BRD-K49223707-001-01-0,0.4734173906465959,0.4017618318671962,-0.07165555877939966,-1.4178630740244253e-05,1.4178630740244253e-05,-1.1360897974505707e-05,303
subcell,SubCell,PA,BRD-K49350383-001-15-2,0.6813528070831427,0.7368587021455836,0.05550589506244086,1.098306402745338e-05,1.098306402745338e-05,1.0787810178686241e-05,324
subcell,SubCell,PA,BRD-K50055394-001-03-6,0.1713647895692944,0.3328243589796889,0.16145956941039447,3.194833245522002e-05,3.194833245522002e-05,3.703208118302839e-05,163
subcell,SubCell,PA,BRD-K50199947-001-07-9,0.6723165751469647,0.5292673839966309,-0.14304919115033388,-2.8305433570832775e-05,2.8305433570832775e-05,-2.7394645369816645e-05,180
subcell,SubCell,PA,BRD-K50398167-236-22-7,0.4467390101074077,0.4470080987987404,0.0002690886913327417,5.32451250925054e-08,5.32451250925054e-08,2.8117959899320866e-06,480
subcell,SubCell,PA,BRD-K50495309-001-02-0,0.9228720923345244,1.0,0.07712790766547561,1.5261455512797202e-05,1.5261455512797202e-05,1.2203478041417776e-05,295
subcell,SubCell,PA,BRD-K50498985-001-03-3,0.3417342366167148,0.4047328301048176,0.06299859348810277,1.246565946087301e-05,1.246565946087301e-05,1.6104457233937636e-05,313
subcell,SubCell,PA,BRD-K50720187-050-09-0,-0.0443082851292102,0.1146707624471953,0.15897904757640552,3.145750656918486e-05,3.145750656918486e-05,3.9012617789303816e-05,165
subcell,SubCell,PA,BRD-K50836978-001-04-9,1.0,1.0,0.0,0.0,0.0,-3.54767250200852e-06,497
subcell,SubCell,PA,BRD-K51265828-001-02-9,0.1142785127748684,0.0553650853545949,-0.0589134274202735,-1.1657319365910566e-05,1.1657319365910566e-05,-4.809507173957062e-06,319
subcell,SubCell,PA,BRD-K51485109-001-02-9,0.1791581179667328,0.2638091233803983,0.08465100541366549,1.6750066121818274e-05,1.6750066121818274e-05,2.2132971880677726e-05,276
subcell,SubCell,PA,BRD-K51662849-001-05-4,0.1403772569193852,0.0690894307152536,-0.07128782620413161,-1.4105866749777912e-05,1.4105866749777912e-05,-7.493088854757662e-06,304
subcell,SubCell,PA,BRD-K51899933-001-02-6,1.0,1.0,0.0,0.0,0.0,-3.54767250200852e-06,498
subcell,SubCell,PA,BRD-K52075715-001-07-5,0.6433827456598739,0.7238762695834335,0.08049352392355968,1.592741682758714e-05,1.592741682758714e-05,1.6038821947620546e-05,286
subcell,SubCell,PA,BRD-K52960356-001-15-5,-0.013932064514586,-0.0264348056418966,-0.0125027411273106,-2.473942743657262e-06,2.473942743657262e-06,5.601115873242468e-06,435
subcell,SubCell,PA,BRD-K53061490-003-13-9,0.1875547634532873,0.1506590629816754,-0.03689570047161192,-7.300627080449711e-06,7.300627080449711e-06,-1.3994430190442109e-06,359
subcell,SubCell,PA,BRD-K53234107-001-01-6,0.2884118541108253,0.1233254540299887,-0.16508640008083664,-3.266598079555193e-05,3.266598079555193e-05,-2.7267072744776438e-05,155
subcell,SubCell,PA,BRD-K53972329-001-12-9,0.1845839201224613,0.1453647011984345,-0.0392192189240268,-7.760386388954407e-06,7.760386388954407e-06,-1.8135950227808617e-06,354
subcell,SubCell,PA,BRD-K54330070-001-15-4,0.8080876179853165,0.835254789226544,0.027167171241227472,5.375623271213498e-06,5.375623271213498e-06,3.878655360892852e-06,388
subcell,SubCell,PA,BRD-K55567017-001-12-3,0.2891881414931726,0.2986332495509368,0.009445108057764162,1.868922687003651e-06,1.868922687003651e-06,6.377315824233204e-06,444
subcell,SubCell,PA,BRD-K55966568-001-09-6,0.4690548407015296,0.4903345982058489,0.02127975750431932,4.210668774833788e-06,4.210668774833788e-06,6.608665086903914e-06,410
